"","AGENCYNAME","SOURCE","AGENCYUNIQ","LASTMODIFI","MODIFIEDBY","SOURCECOMM","Date_Data_","Shape_STAr","Shape_STLe"
"2362","Country Life Mobile Home & RV Park","CDPH",633,"2011/11/01","source",NA,"2011/11/01",136982.999054,1464.60917619
"2363","Geyserville Water Works","CDPH",993,"2015/10/09","WARNOLD",NA,"2011/06/14",814760.785667,8146.1675913
"2364","Hidden Views Mobile Home Park Water System","CDPH",1175,"2011/09/04","source",NA,"2011/09/04",145005.227085,2072.57017315
"2365","Circle Water District","CDPH",559,"2010/10/08","source",NA,"2010/10/08",1017973.71259,6538.37940041
"2366","Orchard Lane Water System No 02","CDPH",1805,"2011/09/04","source",NA,"2011/09/04",39196.7694588,1627.549888
"2367","First Mutual Water System","CDPH",897,"2013/02/25","source",NA,"2013/02/25",37606.154438,992.639755792
"2368","New Docs Marina","CDPH",1722,"2011/09/21","source",NA,"2011/09/21",5931.46596114,315.529296201
"2369","Bambi Inn","CDPH",128,"2011/07/28","source",NA,"2011/07/28",9167.23674583,390.562071777
"2370","Phoenix Lake Estates Country Club Mutual Water Company","CDPH",1695,"2015/11/13","WARNOLD","Georeferenced TUD 2010 UWMP Water System Map & NAIP 2012 Aerial","2013/08/01",1000010.81692,7162.94804071
"2371","Foothill Community Church","CDPH",905,"2011/09/12","source",NA,"2011/09/12",2634.75451154,200.848529266
"2372","Oro Madre Moose Lodge 1761","CDPH",1816,"2011/07/25","source",NA,"2011/07/25",5439.37103128,267.912356093
"2373","Helm School","CDPH",1156,"2011/10/12","source",NA,"2011/10/12",32491.3733273,768.622476718
"2374","CA Parks And Recreation Department - Emerald Bay","CDPH",331,"2011/10/06","source",NA,"2011/10/06",1990126.62446,6840.59052482
"2375","San Saba Winery Water System","CDPH",2196,"2011/09/04","source",NA,"2011/09/04",306777.586956,2657.0556103
"2376","Hayward  City Of","CDPH",1143,"2011/09/09","source",NA,"2011/09/09",96890210.2399,67175.3471198
"2377","Valley Vista Mutual Water Company","CDPH",2617,"2012/10/31","source",NA,"2012/10/31",98827.9631033,1290.32964166
"2378","Cardinal Village Resort","CDPH",477,"2012/12/04","source",NA,"2012/12/04",38631.5182333,964.53467921
"2379","Pleasant Grove Mobile Home Park","CDPH",1935,"2011/07/26","source",NA,"2011/07/26",55130.000988,936.330285281
"2380","Millers Hill School","CDPH",1615,"2011/09/30","source",NA,"2011/09/30",24971.641881,635.273023334
"2381","US Defense Distribution Depot - Tracy Site","CDPH",2556,"2012/03/13","source",NA,"2012/03/13",1748416.5862,5804.53725427
"2382","Laguna Seca Water Company","CDPH",1338,"2011/09/04","source",NA,"2011/09/04",434441.188509,7216.30311152
"2383","Del Mar Water Company  - Sereno","CDPH",692,"2015/10/09","WARNOLD",NA,"2013/02/13",3144963.69907,11288.7556936
"2384","Oak Knolls Trailer Park","CDPH",1761,"2011/10/24","source",NA,"2011/10/24",45637.7644234,919.217498634
"2385","Indian Diggings School","CDPH",1230,"2011/09/30","source",NA,"2011/09/30",5695.70895743,301.210629951
"2386","Westside Harvesting","CDPH",2707,"2011/10/27","source",NA,"2011/10/27",212144.622446,3694.5233852
"2387","Arbor Mobile Home Park Water System","CDPH",90,"2011/09/23","source",NA,"2011/09/23",132064.703398,1645.47069728
"2388","Stanford University","CDPH",2371,"2012/03/19","source",NA,"2012/03/19",7147295.89205,16598.7815238
"2389","Control Gorge Power Plant","CDPH",615,"2012/11/16","source",NA,"2012/11/16",48144.0516491,1158.62350662
"2390","Byron Corners","CDPH",310,"2011/09/26","source",NA,"2011/09/26",1106.04755139,133.170980616
"2391","Williams  City Of","CDPH",2734,"2012/03/13","source",NA,"2012/03/13",3881823.74991,9723.06447951
"2392","Rodriguez Labor Camp","CDPH",2102,"2011/09/27","source",NA,"2011/09/27",51438.9934521,939.52617774
"2393","Darwin Community Service District","CDPH",676,"2012/11/16","source",NA,"2012/11/16",419420.993511,2821.28516906
"2394","Golden State Water Company - Nipomo","CDPH",1048,"2012/03/13","source",NA,"2012/03/13",6364995.61965,17187.612959
"2395","Lassen Mobile Home Park","CDPH",1386,"2012/01/04","source",NA,"2012/01/04",22852.921874,633.844021403
"2396","Color Spot Nursery Water System No 01","CDPH",593,"2011/09/04","source",NA,"2011/09/04",402021.295095,2858.46419786
"2397","Mill Creek Mutual Service Company","CDPH",1612,"2013/05/22","source",NA,"2013/05/22",212247.434135,1866.8978034
"2398","Peart's Little Place - Restaurant","CDPH",1882,"2011/09/30","source",NA,"2011/09/30",2309.02561784,192.154074169
"2399","Silver Lake Campground","CDPH",2300,"2011/07/22","source",NA,"2011/07/22",136785.198025,1444.87726617
"2400","Harris Farms","CDPH",1133,"2012/08/22","source",NA,"2012/08/22",180048.563326,2724.27290267
"2401","River Road Water System No 25","CDPH",2073,"2013/02/27","source",NA,"2013/02/27",14249.5149326,489.386390823
"2402","Shady Grove Mobile Home Park","CDPH",2255,"2012/08/22","source",NA,"2012/08/22",13139.3496552,459.300773896
"2403","Pacific Union Elementary School","CDPH",1837,"2011/10/13","source",NA,"2011/10/13",59898.4279349,1006.84259087
"2404","Juvenile Justice Campus","CDPH",1274,"2011/10/26","source",NA,"2011/10/26",471090.499857,3873.23537596
"2405","Los Angeles County Waterworks District 36 - Val Verde","CDPH",1482,"2013/04/01","source",NA,"2013/04/01",30361065.8618,34959.3643386
"2406","Stonepine Resort Water System","CDPH",2385,"2011/09/04","source",NA,"2011/09/04",681992.615189,4545.61453102
"2407","Krotona Institute","CDPH",1320,"2012/05/21","source",NA,"2012/05/21",484290.213022,2844.63329453
"2408","Pratt Mutual Water Company","CDPH",1965,"2012/08/22","source",NA,"2012/08/22",693800.350864,5284.92506733
"2409","Central Coast Growers Water System","CDPH",513,"2011/09/04","source",NA,"2011/09/04",153163.847992,1584.98832551
"2410","Shaver Lake Heights Mutual Water Company","CDPH",2275,"2013/08/27","source",NA,"2013/08/27",292579.482333,2905.94399166
"2411","Van Loon Water Association","CDPH",2620,"2012/11/28","source",NA,"2012/11/28",17765.8739567,610.581250211
"2412","Cafe Mahjaic / Lotus Inn","CDPH",347,"2011/10/03","source",NA,"2011/10/03",3452.98384523,230.080897801
"2413","Suburban Water Systems - Covina Knolls","CDPH",2398,"2013/06/19","source",NA,"2013/06/19",30488.6228027,758.487792052
"2414","Colonial Park","CDPH",591,"2012/03/27","source",NA,"2012/03/27",93893.2278738,1355.27936371
"2415","California American Water Company - Las Posas Estates","CDPH",366,"2013/04/08","source",NA,"2013/04/08",3298375.91462,11203.9341243
"2416","Bear Valley Ski Company","CDPH",156,"2011/07/21","source",NA,"2011/07/21",12142.2104927,447.056505152
"2417","Tree Bones Resort Water System","CDPH",2503,"2011/09/04","source",NA,"2011/09/04",19103.5511417,635.805326942
"2418","Pacific Gas And Electric - Helms Support Facility","CDPH",1830,"2011/07/06","source",NA,"2011/07/06",122799.886794,1346.94536971
"2419","Burson Full Gospel Church","CDPH",291,"2011/09/13","source",NA,"2011/09/13",1643.53919649,183.021988416
"2420","Golden Key Apartments","CDPH",1020,"2012/08/22","source",NA,"2012/08/22",4484.07166481,313.119593837
"2421","Wishon Village","CDPH",2759,"2011/10/13","source",NA,"2011/10/13",92488.6348858,1212.38363125
"2422","CA Water Resources  Banks Pumping Plan","CDPH",340,"2011/09/29","source",NA,"2011/09/29",66587.0957024,1016.21537222
"2423","Vierra Estates Water System","CDPH",2638,"2011/09/04","source",NA,"2011/09/04",207026.573345,5083.16498036
"2424","Country Manor Mobile Home Park in Tulare County","CDPH",635,"2012/08/22","source",NA,"2012/08/22",37560.5701141,1011.27385337
"2425","William Fisher Memorial Water Company","CDPH",2733,"2013/01/31","source",NA,"2013/01/31",99975.972477,1594.05197272
"2426","Big Oak Mobile Home Park Water","CDPH",207,"2011/09/27","source",NA,"2011/09/27",26541.0048125,710.089653253
"2427","Los Angeles Retarded Children Ranch Water Agency","CDPH",1486,"2012/01/05","source",NA,"2012/01/05",38322.6423187,935.377620752
"2428","Etna  City Of","CDPH",858,"2012/04/13","source",NA,"2012/04/13",1954562.88956,7527.64773343
"2429","Genetic Resource Center","CDPH",985,"2011/07/28","source",NA,"2011/07/28",3014.45040131,221.088259659
"2430","Mushroom Farms Water System","CDPH",1691,"2011/09/04","source",NA,"2011/09/04",42733.468298,834.428492493
"2431","Johnson Canyon Water System No 01","CDPH",1267,"2011/09/04","source",NA,"2011/09/04",684522.585752,4362.87047542
"2432","Cherry Hill Campground","CDPH",537,"2011/09/06","source",NA,"2011/09/06",104839.683096,1264.20114679
"2433","Color Spot Nursery Water System No 02","CDPH",594,"2011/09/04","source",NA,"2011/09/04",163170.889925,1648.78961212
"2434","Averydale Mutual Water Company","CDPH",115,"2010/10/08","source",NA,"2010/10/08",2155682.12515,7331.826365
"2435","Edgewater Mobile Home Park","CDPH",806,"2011/09/16","source",NA,"2011/09/16",10445.0200611,484.703221558
"2436","Union Pacific Railroad Company","CDPH",2539,"2011/07/29","source",NA,"2011/07/29",1267886.91766,5950.46237306
"2437","Golden State Water Company - Arden-Cordova","CDPH",2798,"2012/04/17","source",NA,"2012/04/17",1972131.21097,6505.5368729
"2438","A V Thomas Produce","CDPH",7,"2013/06/14","source",NA,"2013/06/14",123362.779094,1568.78899779
"2439","Double L Mobile Ranch Park","CDPH",746,"2011/07/05","source",NA,"2011/07/05",17113.3317708,578.960920544
"2440","Mountain View Mobile Home Park  Butte County","CDPH",1674,"2011/07/26","source",NA,"2011/07/26",44775.7790356,1100.28845921
"2441","Dune Iii Water Company","CDPH",763,"2012/05/14","source",NA,"2012/05/14",513113.40247,3118.41189637
"2442","Elm Court","CDPH",841,"2011/10/17","source",NA,"2011/10/17",11958.7533157,577.784533512
"2443","Sugar Barge Marina","CDPH",2404,"2011/09/27","source",NA,"2011/09/27",6944.25095251,337.864448159
"2444","Gerawan Farming Plant 5 Centerville","CDPH",991,"2011/10/24","source",NA,"2011/10/24",69346.8155198,1132.83807648
"2445","Valley View Estates Mutual Water Company","CDPH",2613,"2011/06/27","source",NA,"2011/06/27",4343702.36324,7924.73061301
"2446","Meadowcreek Mutual Water Company","CDPH",1577,"2012/11/15","source",NA,"2012/11/15",369016.179321,4097.84463929
"2447","Camp Sierra","CDPH",460,"2011/10/06","source",NA,"2011/10/06",481999.966404,2871.28328155
"2448","California Water Service Company - Countrywood System","CDPH",389,"2012/02/06","source",NA,"2012/02/06",5272878.0302,15343.0734011
"2449","Bethel Harbor","CDPH",187,"2011/09/26","source",NA,"2011/09/26",13910.5508932,741.068153646
"2450","Le Grand Community Services District","CDPH",1404,"2010/10/08","source",NA,"2010/10/08",99644694.6043,65472.720509
"2451","Serrano Water District","CDPH",2251,"2012/03/05","source",NA,"2012/03/05",5651005.1798,14562.8248322
"2452","Eagle Falls","CDPH",771,"2011/10/03","source",NA,"2011/10/03",32317.4483407,913.980295836
"2453","Del Loma RV Park & Campground","CDPH",690,"2012/03/12","source",NA,"2012/03/12",134039.139664,2233.48222947
"2454","California Redwood Company - Korbel","CDPH",381,"2011/11/01","source",NA,"2011/11/01",310164.544044,2968.96208413
"2455","Bayview Recreational Park","CDPH",146,"2011/12/29","source",NA,"2011/12/29",35521.9152184,840.940868613
"2456","Tierra Verde Mutual Water Company","CDPH",2478,"2011/09/04","source",NA,"2011/09/04",83993.1036987,2399.21440966
"2457","Graeagle Water Company","CDPH",1075,"2010/10/08","source",NA,"2010/10/08",13815822.9834,22172.8727606
"2458","Colonial Oaks Water Company","CDPH",590,"2011/09/04","source",NA,"2011/09/04",225014.981014,6567.12871942
"2459","River Reflections RV","CDPH",2072,"2011/07/28","source",NA,"2011/07/28",55080.7750244,948.1134131
"2460","Mammoth Mountain Ski Area - Outpost 14","CDPH",1534,"2013/07/16","source",NA,"2013/07/16",7332420.77405,11140.3334836
"2461","Leafwood Community Water Agency","CDPH",1406,"2011/09/04","source",NA,"2011/09/04",90729.6237507,1550.64254553
"2462","CALTRANS I-5 And Hwy 198 Rest Area","CDPH",438,"2011/10/12","source",NA,"2011/10/12",256621.584743,2253.64802782
"2463","Oxnard  City Of","CDPH",1827,"2013/09/27","source",NA,"2013/09/27",72733359.126,91027.1197386
"2464","Longview Mobile Estates, Rosamond","CDPH",1466,"2011/12/05","source",NA,"2011/12/05",9080.01737976,380.732430419
"2465","Del Oro Water Company - Lime Saddle","CDPH",700,"2010/10/08","source",NA,"2010/10/08",10773746.6742,27455.0178012
"2466","Sorenson's Resort","CDPH",2331,"2011/07/20","source",NA,"2011/07/20",22077.1611505,643.231899003
"2467","Christopher Ranch","CDPH",552,"2013/02/26","source",NA,"2013/02/26",197958.031291,1986.82231957
"2468","Aera Energy","CDPH",15,"2011/09/04","source",NA,"2011/09/04",147687.646484,1707.98209874
"2469","Mad River Compound","CDPH",1509,"2012/03/08","source",NA,"2012/03/08",112743.471626,2188.94937695
"2470","Golden State Water Company - Southwest","CDPH",1060,"2012/04/17","source",NA,"2012/04/17",61696181.6777,93077.4918473
"2471","North Perris Water System","CDPH",1750,"2013/05/15","source",NA,"2013/05/15",987972.97818,6622.8435642
"2472","Mi - Wuk Heights Mutual Water Company","CDPH",1602,"2015/10/20","JCOMMON",NA,"2012/07/17",262556.647219,2352.46154066
"2473","Suburban Water Systems - Whittier/La Mirada","CDPH",2402,"2013/04/09","source",NA,"2013/04/09",7729431.42861,36359.2899602
"2474","Morning Star Packing Company","CDPH",1657,"2011/09/16","source",NA,"2011/09/16",235852.714085,2106.94701948
"2475","Woodland Ridge Mutual Water Company","CDPH",2768,"2013/08/14","source",NA,"2013/08/14",189740.464703,2340.82873878
"2476","Golden Valley Camp","CDPH",1066,"2011/07/25","source",NA,"2011/07/25",37007.8790579,766.755630875
"2477","Hammonds Ranch","CDPH",1123,"2011/10/27","source",NA,"2011/10/27",209520.594741,2574.11564459
"2478","Adelanto  City Of","CDPH",13,"2011/09/23","source",NA,"2011/09/23",8492148.06483,15463.8609964
"2479","Marygold Mutual Water Company","CDPH",1557,"2013/02/13","source",NA,"2013/02/13",3118525.14935,8965.17612509
"2480","R F Duncan Trust Water System","CDPH",1988,"2012/04/26","source",NA,"2012/04/26",48919.9183552,914.17315019
"2481","Desert Palms Mobile Home Park","CDPH",724,"2012/01/10","source",NA,"2012/01/10",22371.2904167,637.173433434
"2482","Elkhorn School Water System","CDPH",838,"2011/09/04","source",NA,"2011/09/04",77854.5742683,1179.55485997
"2483","California Water Service Company - Hamilton City","CDPH",394,"2011/10/31","source",NA,"2011/10/31",1157594.02801,5211.62191353
"2484","California Water Service Company - Livermore","CDPH",401,"2012/02/07","source",NA,"2012/02/07",52272380.0496,34321.9133353
"2485","Tract 1199 Water System","CDPH",2491,"2012/08/22","source",NA,"2012/08/22",27816.3251462,918.780503143
"2486","Los Angeles County Waterworks District 40 - Antelope Valley","CDPH",1484,"2010/10/08","source",NA,"2010/10/08",60885685.3048,58013.395974
"2487","Lanare Community Services District","CDPH",1372,"2010/10/08","source",NA,"2010/10/08",1399468.38896,9086.00919376
"2488","Laton Community Service District","CDPH",1389,"2010/10/08","source",NA,"2010/10/08",2022844.00142,6209.28031636
"2489","Westlake Village Mobile Home Park","CDPH",2702,"2012/08/22","source",NA,"2012/08/22",104878.722504,1936.34542762
"2490","Butte Creek Mobile Home Park","CDPH",301,"2011/07/27","source",NA,"2011/07/27",27706.4094963,627.200684364
"2491","Artois Community Service District","CDPH",100,"2011/10/27","source",NA,"2011/10/27",1181333.11,9164.35026852
"2492","Mallo Gold Mine Plaza","CDPH",1532,"2015/08/24","JCOMMON",NA,"2011/07/25",5588.95063829,304.182373879
"2493","Little Valley Central School District","CDPH",1440,"2012/01/04","source",NA,"2012/01/04",491965.916632,3101.08582458
"2494","Fresno County  Parks Department  Lost Lake Recreation Area","CDPH",938,"2011/10/10","source",NA,"2011/10/10",4229758.43079,11020.706109
"2495","CA Corrections Department  Wasco State Prison Reception Center","CDPH",326,"2011/12/21","source",NA,"2011/12/21",1144357.25692,4646.05137111
"2496","Del Oro River Island Service Territory No 01","CDPH",697,"2012/08/22","source",NA,"2012/08/22",3483208.45848,21446.6176757
"2497","East Silver Lake Homeowners","CDPH",791,"2011/07/25","source",NA,"2011/07/25",52116.9909744,940.313126762
"2498","Concow Elementary School","CDPH",610,"2011/07/27","source",NA,"2011/07/27",27707.3457565,647.942776456
"2499","Manning Gardens Convalescent","CDPH",1538,"2011/07/06","source",NA,"2011/07/06",12778.0034647,487.167863637
"2500","Mountain Camp II","CDPH",1666,"2011/10/03","source",NA,"2011/10/03",66749.997237,1015.00840006
"2501","Shady Glen Community Water System","CDPH",2254,"2013/03/22","source",NA,"2013/03/22",11257.2112923,450.629591926
"2502","Apple Valley View Mutual Water Company","CDPH",88,"2011/10/14","source",NA,"2011/10/14",110993.018227,1341.07035739
"2503","Holland Riverside Marina","CDPH",1187,"2011/09/22","source",NA,"2011/09/22",154276.526179,2536.47787399
"2504","El Margarita Mutual Water Company","CDPH",820,"2012/12/13","source",NA,"2012/12/13",103274.758532,1379.79951349
"2505","Kendall - Jackson Winery Water System","CDPH",1283,"2011/09/04","source",NA,"2011/09/04",1619530.42696,5123.10092984
"2506","California Water Service Company - Onyx Water System","CDPH",411,"2012/02/07","source",NA,"2012/02/07",1069739.78807,4654.40081908
"2507","Woodland Heights Mutual Water Company","CDPH",2767,"2011/09/04","source",NA,"2011/09/04",598269.835493,5725.50895844
"2508","CA Corrections Department  Kern Valley State Prison","CDPH",321,"2011/08/09","source",NA,"2011/08/09",2661133.9029,8845.12955106
"2509","Bluebell Valley Mutual Water Company","CDPH",239,"2012/03/28","source",NA,"2012/03/28",1047498.87671,4518.78280311
"2510","US Park Service - Lassen","CDPH",2591,"2012/02/28","source",NA,"2012/02/28",321064.380775,5441.69801741
"2511","Blue Lakes Mobile Home Park","CDPH",236,"2011/12/29","source",NA,"2011/12/29",26506.6893005,1092.32587926
"2512","Bear River Camp - South Shore","CDPH",152,"2011/07/22","source",NA,"2011/07/22",106814.068818,1335.8848974
"2513","Mountain House School","CDPH",1669,"2011/07/19","source",NA,"2011/07/19",26242.5601246,844.579271611
"2514","Highlands Water Company","CDPH",1179,"2010/10/08","source",NA,"2010/10/08",6626845.76155,26243.9309015
