PWSID,PWS_NAME,CONTACT_NAME,TITLE,BUSINESS_PHONE,LOCATION_ADDRESS,POPULATION,TYPE,AREA,OWNERSHIP,SOURCE,CONNECTIONS,WELLS,PLANTS,INTAKES,INTERTIES,COUNTY
CA4110005   ,GUADALUPE VALLEY MID,RANDY BREAULT,DIR OF PUBLIC WORKS,415-508-2137   ,50 PARK LANEBRISBANE CA 94005,973,Community,Industrial/Agricultural       ,Local,Surface Water Purchased,719,0,0,0,1,San Mateo
CA4210003   ,GUADALUPE WATER DEPARTMENT,MICHAEL PENA,PW SUPERVISOR,805-356-3889   ,918 OBISPO STREETGUADALUPE CA 93434,7080,Community,Residential Area              ,Local,Surface Water Purchased,1937,3,3,0,1,Santa Barbara
CA1000383   ,GUARDIAN INDUSTRIES CORP,P JAYAKRISHNAN,MAINTENANCE MANAGER,559-896-6400   ,11535 E MOUNTAIN VIEWKINGSBURG CA 93631,287,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,2,2,0,0,0,Fresno
CA3700897   ,GUATAY MUTUAL BENEFIT CORPORATION,JOHN  GRISAFI, ,619-473-1206   ,,100,Community,Residential Area              ,Private,Groundwater,32,3,2,0,0,San Diego
CA3200655   ,GUERRA S DRIVE-IN,,,,,50,Non-Community (Transient),Restaurant                    ,Private,Unknown,1,0,0,0,0,Plumas
CA5700728   ,GUINDA COMMONS,IBARRA  EUSTACIO, ,530-796-2152   , GUINDA CA 95637,30,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,0,Yolo
CA4901018   ,GUNDLACH BUNDSCHU WINERY,JIM BUNDSCHU,OWNER,707-974-6459   ,2000 DENMARK STREETSONOMA CA 95476,50,Non-Transient Non-Community,Restaurant                    ,Private,Groundwater,5,1,1,0,0,Sonoma
CA3901397   ,"GURDAWARA, GUR NANAK PARKASH WATER SYSTE",DHARAM SINGH, ,, TRACY CA 95376,25,Non-Community (Transient),Other Area                    ,Private,Groundwater,1,1,0,0,0,San Joaquin
CA4901164   ,GURDJIEFF FOUNDATION,BILL DUDLEY,PROPERTY MANAGER,415-257-3020   ,16881 ARMSTRONG WOODS ROADGUERNEVILLE CA 95446,90,Non-Community (Transient),Restaurant                    ,Private,Groundwater,4,2,2,0,0,Sonoma
CA3902182   ,GURDWARA BURMAT PARKASH MANTECA WS,,,,4640 E WOODWARD AVEMANTECA CA 95337,25,Non-Community (Transient),Other Area                    ,Private,Groundwater,1,1,0,0,0,San Joaquin
CA1000568   ,GURDWARA GUR NANAK PARKASH - FRESNO,BOOTA S. CHAHIL, ,,4250 E LINCOLNFRESNO CA 93725,150,Non-Community (Transient),Residential Area              ,Private,Groundwater,1,1,0,0,0,Fresno
CA5000507   ,GURUDWARA GURU NANAK SAHIB,PRITPAL MANN, ,209-668-7656   , TURLOCK CA 95380,109,Non-Community (Transient),Secondary Residences          ,Private,Groundwater,1,1,0,0,0,Stanislaus
CA5500005   ,GUS S STEAKHOUSE,GUS TASIOPOULOS, ,209-532-5190   ,,60,Non-Community (Transient),Restaurant                    ,Private,Groundwater,5,1,0,0,0,Tuolumne
CA3303075   ,GUTIERREZ RANCH,,,, THERMAL CA 92274,18,Non-Public,,Private,Unknown,6,0,0,0,0,Riverside
CA3700073   ,H & J WATER COMPANY,RICK  YOHNER, ,760-271-9083   , JULIAN CA 92036,50,Community,Residential Area              ,Private,Groundwater,34,2,1,0,0,San Diego
CA3400240   ,H C MUDDOX CO,,,, SACRAMENTO CA 95827,80,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,3,2,0,0,0,Sacramento
CA4000741   ,"H2O, INC",KEN  KUMMERFELD, ,805-473-0550   , ARROYO GRANDE CA 93420,60,Community,Residential Area              ,Private,Groundwater,22,2,1,0,0,San Luis Obispo
CA3302082   ,HADLEY 2 (CV FRUIT),,,, INDIO CA 92201,20,Non-Public,,Private,Unknown,11,0,0,0,0,Riverside
CA3301297   ,HADLEY DATE GARDENS,SEAN DOUGHERTY, ,, THERMAL CA 92274,30,Non-Community (Transient),Other Residential Area        ,Private,Groundwater,7,1,0,0,0,Riverside
CA2800025   ,HAGAFEN CELLARS,ERNIE WEIR,OWNER-OPERATOR,707-252-0781   ,,25,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,1,0,0,0,Napa
CA2400089   ,HAGAMAN COUNTY PARK,GENE BENAVIDEZ,PARK SUPERINTENDENT,209-385-7426   ,19914 W. RIVER ROADSTEVINSON CA 95374,360,Non-Community (Transient),Recreation Area               ,Local,Groundwater,1,1,0,0,0,Merced
CA4000501   ,HALCYON WATER SYSTEM,AURELIANO  RODRIGUEZ,709-2552 CELL,805-489-2822   , HALCYON CA 93421,105,Community,Residential Area              ,Private,Groundwater,35,1,2,0,0,San Luis Obispo
CA1900715   ,HALFWAY HOUSE CAFE,ROBERT LIMA, ,,,25,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,1,Los Angeles
CA1900639   ,HALLELUJAH PRAYER CENTER,,,,,150,Community,Other Residential Area        ,Private,Groundwater,15,2,1,0,0,Los Angeles
CA0300025   ,HAM'S STATION,,,, PIONEER CA 95666,500,Non-Community (Transient),Restaurant                    ,Private,Groundwater,5,1,0,0,0,Amador
CA4901405   ,HAMEL FAMILY WINES,"GEORGE HAMEL, JR.",OWNER,707-996-5800   ,15401 HIGHWAY 12SONOMA CA 95476,35,Non-Community (Transient),Other Area                    ,Private,Groundwater,2,1,1,0,0,Sonoma
CA3210010   ,HAMILTON BRANCH CSD,MIKE ROARTY,GENERAL MANAGER,530-596-3002   , LAKE ALMANOR CA 96137,1624,Community,Residential Area              ,Local,Groundwater,512,0,1,0,0,Plumas
CA3200150   ,HAMILTON BRANCH MWC,NORM JOLICOEUR,OPERATOR,530-596-4250   , HAMILTON BRANCH CA 96137,250,Community,Residential Area              ,Private,Groundwater,85,2,0,0,0,Plumas
CA3301309   ,HAMILTON SCHOOL,ANTHONY PIPKINS, ,, ANZA CA 92539,950,Non-Transient Non-Community,School                        ,Local,Groundwater,10,2,0,0,0,Riverside
CA3400359   ,HAMILTON STREET PARK,,,, SACRAMENTO CA 95841,100,Non-Community (Transient),Recreation Area               ,Local,Groundwater,4,1,0,0,0,Sacramento
CA5000213   ,HAMLET MOTEL,GIRISHKUMAR MISTRY, ,209-862-2845   , NEWMAN CA 95360,26,Non-Community (Transient),Hotel/Motel                   ,Private,Groundwater,15,1,0,0,0,Stanislaus
CA3901229   ,HAMMER LANE WATER SYSTEM,,,, STOCKTON CA 95212,100,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,1,0,0,0,San Joaquin
CA1009281   ,HAMMONDS RANCH,MIKE STEARNS,MANAGER,209-364-6185   ,47375 W DAKOTAFIREBAUGH CA 93622,50,Community,Other Residential Area        ,Private,Surface Water,16,0,1,1,0,Fresno
CA1000619   ,HANDISTOP MARKET - PENDING,AJIT GILL,PROPRIETOR,559-453-9082   ,13060 S. ELM AVENUECARUTHERS CA 93609,25,Non-Community (Transient),Other Transient Area          ,Private,Unknown,1,1,0,0,0,Fresno
CA1600009   ,HANFORD CHRISTIAN SCHOOL,LILIANA STRANSKY, ,559-584-1411   , HANFORD CA 93230,175,Non-Transient Non-Community,School                        ,Private,Groundwater,14,1,0,0,0,Kings
CA1600607   ,HANFORD FIRST BAPTIST CHURCH,,,, HANFORD CA 93230,350,Non-Community (Transient),Institution                   ,Private,Groundwater,1,1,0,0,0,Kings
CA1610003   ,"HANFORD, CITY OF",LOU CAMARA,PUBLIC WORKS DIR.,559-585-2567   ,400 N. DOUTY STREETHANFORD CA 93230,55880,Community,Residential Area              ,Local,Groundwater,15923,15,0,0,0,Kings
CA3600481   ,HANNA FLATS CAMPGROUND,CHRIS  PENNEBAKER, ,, FAWNSKIN CA 92333,500,Non-Community (Transient),Summer Camp                   ,Federal,Groundwater,1,1,0,0,0,San Bernardino
CA4901181   ,HANNA VINEYARDS,JEFF HINCHLIFFE,WINEMAKER,707-575-3409   ,9280 HIGHWAY 128HEALDSBURG CA 95448,25,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,3,1,0,0,0,Sonoma
CA3901276   ,HANOT FOUNDATION INC,,,, LODI CA 95240,38,Community,Other Residential Area        ,Private,Groundwater,15,1,0,0,0,San Joaquin
CA2400143   ,HAPPY ACRES,ATTN:EDDIE  RICHARDSON, ,, WINTON CA 95388,14,Non-Public,Residential Area              ,Private,Groundwater,5,1,0,0,0,Merced
CA4900512   ,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,ROGER LARSEN,BOARD MEMBER,707-795-1604   ,2561 STONY POINT ROADPETALUMA CA 94952,260,Community,Residential Area              ,Private,Groundwater,77,1,1,0,0,Sonoma
CA4300551   ,HAPPY ACRES MWC,KEVIN CORCORAN,BOARD PRESIDENT,408-847-5883   ,8540 EL MATADOR DRIVEGILROY CA 95020,220,Community,Residential Area              ,Private,Groundwater,78,3,1,0,0,Santa Clara
CA3400419   ,HAPPY BAR,JACK WILCOX, ,707-479-4427   , SACRAMENTO CA 95829,75,Non-Community (Transient),Restaurant                    ,Private,Groundwater,2,1,0,0,0,Sacramento
CA4710012   ,HAPPY CAMP C.S.D.,GARY HAHN,BOARD PRESIDENT,530-493-5106   ,"108 DAVIS RD., HAPPY CAMP CA 96039",1100,Community,Recreation Area               ,Local,Surface Water,334,0,1,1,0,Siskiyou
CA3400417   ,HAPPY GARDEN RESTAURANT,,,, ELK GROVE CA 95624,250,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,0,Sacramento
CA3400128   ,HAPPY HARBOR (SWS),,,, ISLETON CA 95641,60,Community,Recreation Area               ,Private,Groundwater,20,1,0,0,0,Sacramento
CA5103007   ,HAPPY TIME,JASKARAN SANGHA,OWNER,530-713-8008   , YUBA CITY CA 95991,40,Non-Community (Transient),Other Area                    ,Private,Groundwater,1,1,0,0,0,Sutter
CA1700511   ,HARBIN HOT SPRINGS,WILL ERME,MANAGING DIRECTOR,707-987-2339   ,18424 HARBIN SPRINGS ROADMIDDLETOWN CA 95461,170,Community,Recreation Area               ,Private,Groundwater under direct influence,72,2,2,0,0,Lake
CA1700686   ,HARBOR RESTAURANT AND LOUNGE,KENNY SU,OWNERS,707-274-1637   ,"4561 E. HWY 20, NICE CA 95464",25,Non-Community (Transient),Restaurant                    ,Private,Groundwater,5,1,1,0,0,Lake
CA1700568   ,HARBOR VIEW MUTUAL WATER COMPANY,THOMAS SMYTHE,BOARD PRESIDENT,707-349-0308   ,"8560 SODA BAY ROAD, KELSEYVILLE CA 95451",550,Community,Residential Area              ,Private,Surface Water,253,0,1,1,0,Lake
CA2701498   ,HARBOR VIEW WA,JEAN RASHE, ,831-763-2790   , CASTROVILLE CA 95012,75,Community,Residential Area              ,Private,Groundwater,25,1,0,0,0,Monterey
CA1600507   ,HARDWICK WATER GROUP,LILIANA STRANSKY, ,559-584-1411   , HANFORD CA 93230,40,Community,Residential Area              ,Private,Unknown,16,0,0,0,0,Kings
CA5403150   ,HARI'S MARKET,CHAMAN LAL,OWNER,559-783-0787   ,814 E. DATE AVE.PORTERVILLE CA 93257,200,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,10,1,0,0,0,Tulare
CA1009016   ,HARLAN RANCH COMPANY,,,,,0,Unknown,Residential Area              ,Unknown,Unknown,7,0,0,0,0,Fresno
CA4100607   ,HARLEY FARMS GOAT DAIRY,DEBORAH HARLEY, ,650-879-0480   ,205 NORTH STREETPESCADERO CA 94060,100,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,2,0,0,0,San Mateo
CA0400037   ,HARMONY MOBILE HOME PARK,TOM  SHULTE,OWNER,415-325-9455   , CHICO CA 95926,55,Community,Mobile Home Park              ,Private,Groundwater,30,1,0,0,0,Butte
CA2900090   ,HARMONY RIDGE LODGE,JAMES O'DONNELL, ,,"18883 EAST HIGHWAY 20 NEV CITY, CA 95959, SAN FRANCISCO CA 94107",30,Non-Community (Transient),Hotel/Motel                   ,Private,Groundwater,2,1,0,0,0,Nevada
CA2900533   ,HARMONY RIDGE RESORT,,,,"10492 HARMONY RIDGE RD, NEVADA CITY CA 95959",200,Non-Community (Transient),Recreation Area               ,Private,Groundwater,40,2,0,0,0,Nevada
CA3900581   ,HARNEY LANE MIGRANT CENTER WS,,,, LODI CA 95240,500,Non-Transient Non-Community,Residential Area              ,Local,Groundwater,2,1,0,0,0,San Joaquin
CA5000415   ,HARP WATER SYSTEM,,,, HUGHSON CA 95326,1,Non-Public,Residential Area              ,Private,Unknown,1,0,0,0,0,Stanislaus
CA2702620   ,HARRINGTON RD WS #07,LANCE BATISTICH, ,831-449-7822   , ROYAL OAKS CA 95076,25,Non-Transient Non-Community,Other Residential Area        ,Private,Groundwater,2,1,0,0,0,Monterey
CA1009027   ,HARRIS FARMS HEADQUARTERS,MIKE CASEY,VP LOSS CONTROL,559-884-2435   ,23938 FRESNO-COALINGA RDCOALINGA CA 93210,300,Community,Other Residential Area        ,Private,Surface Water,80,0,1,1,0,Fresno
CA1009028   ,HARRIS FARMS SOUTH #101-144,MIKE CASEY,VP LOSS CONTROL,559-884-2435   ,30000 S EL DORADOCOALINGA CA 93210,160,Community,Other Residential Area        ,Private,Surface Water,40,0,1,1,0,Fresno
CA1000213   ,HARRIS FARMS/HORSE BARN,MIKE CASEY,VP LOSS CONTROL,559-884-2435   ,DERRICK & OAKLANDCOALINGA CA 93210,100,Community,Other Residential Area        ,Private,Surface Water,20,0,1,1,0,Fresno
CA1009078   ,HARRIS FEEDING COMPANY,MIKE CASEY,VP LOSS CONTROL,559-884-2435   ,FRESNO-COALINGA RD & I-5COALINGA CA 93210,225,Community,Other Residential Area        ,Private,Surface Water,20,0,1,1,0,Fresno
CA4810030   ,HARRIS MORAN SEED COMPANY,LINCOLN MOEHLE,OPS. MANAGER,530-747-3204   ,9241 MACE BOULEVARDDAVIS CA 95618-9614,64,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,4,1,0,0,0,Solano
CA5700537   ,HARRIS MORAN SEED COMPANY - WATER,BOLKAN  HASAN, ,530-297-3316   ,28605 RD 104DAVIS CA 95616,25,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,5,1,1,0,0,Yolo
CA1000526   ,HARRIS RANCH BEEF CO,MIKE CASEY,VP LOSS CONTROL,559-884-2435   ,16277 S MCCALLSELMA CA 93662,780,Non-Transient Non-Community,Wholesaler (Sells Water)      ,Private,Groundwater,2,2,2,0,0,Fresno
CA1000214   ,HARRIS RANCH RESTAURANT,MIKE CASEY,VP LOSS CONTROL,559-884-2435   ,24505 W DORRISCOALINGA CA 93210,1750,Non-Transient Non-Community,Restaurant                    ,Private,Surface Water,4,0,1,1,0,Fresno
CA2702704   ,HARRIS RD WS #10,DE LORIMIER, ,831-775-4314   , SPRECKELS CA 93962,25,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,2,0,0,0,Monterey
CA2400226   ,HARRIS WOOLF ALMONDS-BALLICO,TOM CARTER,QA DIRECTOR,559-627-7701   ,11805 NEWPORT RDBALLICO CA 95303,120,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,1,0,0,Merced
CA3705057   ,HARRISON PARK MUTUAL WATER COMPANY,,,,,40,Non-Public,Other Residential Area        ,Private,Groundwater,12,1,0,0,0,San Diego
CA3700899   ,HARRISON PARK MUTUAL WATER COMPANY 2,MIKE  ING, ,619-631-1366   ,,16,Non-Public,Residential Area              ,Private,Groundwater,8,1,0,0,0,San Diego
CA2700592   ,HARRISON RD WS #01,MATTHEW WOOTAN, ,, SALINAS CA 93907,40,Non-Transient Non-Community,Institution                   ,Private,Groundwater,4,1,0,0,0,Monterey
CA2702549   ,HARRISON RD WS #09,ANDRE CHAPMAN, ,408-971-9822   , SALINAS CA 93907,25,Non-Transient Non-Community,Residential Area              ,Private,Groundwater,5,1,0,0,0,Monterey
CA1503329   ,HART CREEK ESTATES MUTUAL WATER CO.,NAN BROWN,MANAGER,661-327-4496   , EDISON CA 93220,140,Community,Residential Area              ,Private,Groundwater,56,3,4,0,0,Kern
CA1500556   ,HART FLAT BEAR MUTUAL WATER,KEVIN COGHLIN,PRESIDENT,661-823-0455   ,"30100 OAK COURT, KEENE CA 93531",43,Community,Residential Area              ,Private,Groundwater,28,2,0,0,0,Kern
CA5000133   ,HART- RANSOM UNION SCHOOL & DISTRICT,MATTHEW SHIPLEY, ,209-523-9996   ,3930 SHOEMAKE AVEMODESTO CA 95358,650,Non-Transient Non-Community,School                        ,Local,Groundwater,9,1,0,0,0,Stanislaus
CA5400505   ,HARTLAND CHRISTIAN CAMP,BOB NUNZIATO, ,559-337-2349   ,57611 ESHOM VALLEY DR.BADGER CA 93603,140,Non-Community (Transient),Recreation Area               ,Private,Groundwater,4,1,0,0,0,Tulare
CA5403135   ,HARTLAND WATER COMPANY,WILMA HIRNI,TREASURER,559-592-3434   ,57836 ESHOM VALLEY DRIVEBADGER CA 93603,20,Non-Community (Transient),Residential Area              ,Private,Groundwater,36,2,0,0,0,Tulare
CA0400003   ,HARTLEY MUTUAL WATER SYSTEM,JOHN  GRAHAM, ,530-893-1869   , FOREST RANCH CA 95942,31,Community,Residential Area              ,Local,Groundwater,16,1,0,0,0,Butte
CA2800302   ,HARTWELL WINERY,,,,,25,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,1,1,1,0,0,Napa
CA2300802   ,HARVEST AT MENDOSAS,THOMAS HONER,OWNER,707-937-9964   ,10501 LANSING STREETMENDOCINO CA 95460,43,Non-Transient Non-Community,Secondary Residences          ,Private,Groundwater,1,1,1,0,0,Mendocino
CA1000494   ,HARVEST MISSIONARY BAPTIST CHURCH,FRANKIE JOHNSON, ,,5676 W BELMONTFRESNO CA 93722,75,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,2,1,0,0,0,Fresno
CA1500546   ,HARVEST MOON MUTUAL WATER CO,MICHELLE GLASCOCK,SECRETARY,661-589-0580   ,"16247 JOHNSON ROAD, BAKERSFIELD CA 93312",138,Community,Residential Area              ,Private,Groundwater,49,2,1,0,1,Kern
CA1502093   ,HARVEST STEAKHOUSE,CHRIS VANDBORG, ,661-845-3446   ,"4713 WETHERLY COURT, BAKERSFIELD CA 93311",65,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,0,Kern
CA3200099   ,HASKINS VALLEY HOMEOWNERS ASSN,,,, BUCK'S LAKE CA 95971,24,Non-Public,Other Residential Area        ,Private,Groundwater,14,1,0,0,0,Plumas
CA1503219   ,HASSON O S,JOE GHAZALE,OWNER,559-819-0099   ,"12036 HWY 155, GLENNVILLE, WOODY CA 93287",40,Non-Community (Transient),Restaurant                    ,Private,Groundwater,3,1,0,0,0,Kern
CA4800612   ,HASTINGS ISLAND HUNTING PRESERVE,DANIELLE EARL, ,707-678-3325   ,7758 HASTINGS ROADRIO VISTA CA 94571,100,Non-Community (Transient),Restaurant                    ,Private,Groundwater,39,1,0,0,0,Solano
CA4500309   ,HAT CREEK HEREFORD RANCH RV PARK,H&K LAKEY, ,530-335-7519   ,"41397 OPDYKE LN, HAT CREEK CA 96040",180,Non-Community (Transient),Recreation Area               ,Private,Groundwater,80,1,0,0,0,Shasta
CA4500023   ,HAT CREEK HIGHLANDS MUTUAL WATER CO,JIM SIMMONS,OWNER,530-335-7348   ,"HAT CREEK HIGHLANDS SUBD, OLD STATION CA 96071",75,Community,Residential Area              ,Private,Surface Water,43,0,1,1,0,Shasta
CA4500072   ,HAT CREEK RESORT & RV PARK,JOHN & CINDY HAMMOND, ,530-335-7121   , OLD STATION CA 96071,170,Non-Community (Transient),Other Transient Area          ,Private,Surface Water,69,0,1,1,0,Shasta
CA4500022   ,"HAT CREEK WATER COMPANY, LLC",JOHN PARRISH,OWNER,530-335-7548   , OLD STATION CA 96071,198,Community,Residential Area              ,Private,Surface Water,62,0,1,1,0,Shasta
CA5500259   ,HATLER INDUSTRIAL PARK,VERNON HATLER, ,209-984-0781   ,,26,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,10,3,0,0,0,Tuolumne
CA3610017   ,HAVASU WC,MARY HODGES,GENERAL MANAGER,949-366-3803   ,148896 N. HAVASU LAKE ROADHAVASU LAKE CA 92363,361,Community,Residential Area              ,Private,Surface Water,222,0,1,1,0,San Bernardino
CA3900813   ,HAVEN ACRES RIVER CLUB INC,,,, LATHROP CA 95330,100,Community,Mobile Home Park              ,Private,Groundwater,51,1,0,0,0,San Joaquin
CA3901426   ,HAVEN OF PEACE,,,, FRENCH CAMP CA 95231,25,Non-Community (Transient),Other Area                    ,Private,Groundwater,1,1,0,0,0,San Joaquin
CA4901331   ,HAWKES WINERY,PAULA HAWKES,OWNER/MANAGER,707-433-5218   ,6734 HIGHWAY 128HEALDSBURG CA 95448,30,Non-Community (Transient),Other Area                    ,Private,Groundwater,1,1,0,0,0,Sonoma
CA4900546   ,HAWKINS WATER CO-CAL WATER SERVICE (PUC),SOPHIE JAMES,DIRECTOR OF WQ,408-367-8593   ,1254 YUBA DRIVESANTA ROSA CA 95407,138,Community,Residential Area              ,Private,Groundwater,49,2,1,0,0,Sonoma
CA3303099   ,HAWTHORN WATER SYSTEM,,,, MURRIETA CA 92562,14,Non-Public,,Private,Unknown,5,0,0,0,0,Riverside
CA1910047   ,HAWTHORNE-CITY WATER DEPT.,SOPHIE JAMES,DIRECTOR OF WQ,408-367-8593   ,12540 RAMONA AVENUEHAWTHORNE CA 90250,43545,Community,Residential Area              ,Local,Surface Water Purchased,6030,1,1,0,2,Los Angeles
CA3400446   ,HAY TONE'S HANGOUT [SWS],DENNIS  FISCHER, ,916-684-2261   , SACRAMENTO CA 95899,25,Non-Public,Recreation Area               ,Private,Groundwater,1,1,0,0,0,Sacramento
CA5304004   ,HAYDEN FLAT CAMPGROUND  F,LESLIE USFS ROSS,ENGINEER,530-226-2316   , BIG BAR CA 96010,280,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,12,2,0,0,0,Trinity
CA2400006   ,HAYES RENTALS,,,, DELHI CA 95315,14,Non-Public,Other Residential Area        ,Private,Groundwater,10,1,0,0,0, 
CA3500918   ,HAYHURST WATER SYSTEM,,,,,0,Non-Public,Other Area                    ,Unknown,Unknown,6,0,0,0,0,San Benito
CA3901217   ,HAYNES BOARD & CARE HOME,RONALD HAYNES, ,, LODI CA 95240,41,Community,Institution                   ,Private,Groundwater,15,1,0,0,0,San Joaquin
CA5301114   ,HAYWARD FLAT CAMPGROUND,LESLIE USFS ROSS,ENGINEER,530-226-2316   , WEAVERVILLE CA 96093,440,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,1,1,0,0,0,Trinity
CA4910005   ,"HEALDSBURG, CITY OF",TERRY CROWLEY,UTILITY DEPT DIRECTO,707-431-3346   ,401 GROVE STREETHEALDSBURG CA 95448,11687,Community,Wholesaler (Sells Water)      ,Local,Groundwater under direct influence,4433,14,3,0,0,Sonoma
CA4200907   ,HEALTH SANI SVCS RECY CTR,RUSS HICKS, ,805-922-2121   , SANTA MARIA CA 93455,25,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,2,1,0,0,0,Santa Barbara
CA4010301   ,HEARST MEMORIAL STATE BEACH,DAN FALAT,DIST. SUPERINTENDENT,805-927-2122   ,750 HEARST CASTLE ROADSAN SIMEON CA 93452,500,Non-Community (Transient),Other Transient Area          ,State Government,Groundwater,1,1,1,0,0,San Luis Obispo
CA4010300   ,HEARST MONUMENT STATE PARK,DAN FALAT,DIST. SUPERINTENDENT,805-927-2122   ,750 HEARST CASTLE ROADSAN SIMEON CA 93452,240,Non-Transient Non-Community,Other Transient Area          ,State Government,Surface Water,13,0,2,0,0,San Luis Obispo
CA1200509   ,HEARTWOOD INSTITUTE,STEVEN MEZINIS,WATER SYSTEM OPERATO,707-923-2945   ,"220 HARMONY LANE, GARBERVILLE CA 95542",125,Non-Community (Transient),Medical Facility              ,Private,Groundwater,1,2,1,0,0,Humboldt
CA1502629   ,HEATH BRIMHALL P.O.A.,TIM LUCAS,PRESIDENT,661-589-6171   ,"16334 BRIMHALL ROAD, BAKERSFIELD CA 93312",47,Community,Residential Area              ,Private,Groundwater,14,1,0,0,0,Kern
CA3100038   ,HEATHER GLEN COMMUNITY SERVICE DIST,BOB HEALY, ,,18875 APPLEGATE RDAPPLEGATE CA 95703,250,Community,Other Residential Area        ,Private,Surface Water,101,0,1,1,0,Placer
