"","OBJECTID","PWSID","POPSV_R","PWSName","BoundarySo","WaterUsed","coords.x1","coords.x2","optional"
"1624",1624,"1010053",400,"SHAVER LAKE HEIGHTS MWC","WBT","Ground",60595.2965999991,-100880.5074,TRUE
"1625",1625,"1010055",1443,"FRESNO CSA NO. 47 (QUAIL LAKE ESTATES)","WBT","Ground",35988.9241000004,-134966.8225,TRUE
"1626",1626,"1010339",22000,"CALIFORNIA STATE UNIVERSITY FRESNO","WBT","Ground",22521.0729999989,-133820.011700001,TRUE
"1627",1627,"1010501",20,"NPS-GRANT GROVE","WBT","Ground",93764.4453999996,-142553.3871,TRUE
"1628",1628,"1010800",110,"CAL FIRE - MIRAMONTE CONSERVATION CAMP","WBT","Ground",83255.129999999,-147720.73,TRUE
"1629",1629,"1100203",100,"ARTOIS COMMUNITY S.D.","WBT","Ground",-188334.2478,181307.2349,TRUE
"1630",1630,"1100237",150,"WILLOW GLENN MOBILE H.P.","WBT","Ground",-191744.595699999,169624.6996,TRUE
"1631",1631,"1100254",15,"VOYLES TRAILER PARK","WBT","Ground",-188520.2684,170828.107999999,TRUE
"1632",1632,"1100405",129,"BLACK BUTTE MOBILE H.P.","WBT","Ground",-189229.928300001,195288.896400001,TRUE
"1633",1633,"1100413",40,"COUNTRY LEISURE MOBILE ESTATES","WBT","Ground",-182960.7984,194286.262499999,TRUE
"1634",1634,"1100436",150,"T&J MOBILEHOME PARK","WBT","Ground",-189683.682700001,195218.8423,TRUE
"1635",1635,"1100444",150,"ORLAND ESTATES MOBILE H.P.","WBT","Ground",-189276.1373,193644.0495,TRUE
"1636",1636,"1100445",95,"ORLAND MOBILE H.P.","WBT","Ground",-188281.611400001,193120.3993,TRUE
"1637",1637,"1100452",48,"SHADY OAKS TRAILER PARK","WBT","Ground",-188027.805,196306.125299999,TRUE
"1638",1638,"1100616",300,"ELK CREEK COMMUNITY S.D.","WBT","Surface",-217691.9594,177495.665100001,TRUE
"1639",1639,"1100711",100,"BUTTE CITY COMMUNITY S.D.","WBT","Ground",-170335.372300001,162168.4429,TRUE
"1640",1640,"1110001",7626,"CITY OF ORLAND","WBT","Ground",-187422.1864,194391.7875,TRUE
"1641",1641,"1110002",2181,"CAL-WATER SERVICE CO.-HAMILTON CITY","WBT","Ground",-172265.769200001,193697.6797,TRUE
"1642",1642,"1110003",7035,"CAL-WATER SERVICE CO.-WILLOWS","WBT","Ground",-188974.8542,169535.862600001,TRUE
"1643",1643,"1200518",293,"RIVERSIDE CSD","WBT","Ground",-336088.524700001,322815.416999999,TRUE
"1644",1644,"1200541",300,"PHILLIPSVILLE C.S.D.","WBT","Both",-322227.625399999,250296.7786,TRUE
"1645",1645,"1200544",100,"REDCREST WATER WORKS","WBT","Surface",-334833.7147,271759.0461,TRUE
"1646",1646,"1200553",364,"WEOTT C.S.D.","WBT","Both",-333200.175100001,263376.7532,TRUE
"1647",1647,"1200587",75,"BRICELAND C.S.D.","WBT","Surface",-324435.671599999,240354.9968,TRUE
"1648",1648,"1200592",140,"BIG LAGOON CSD","WBT","Ground",-347265.921800001,356199.540999999,TRUE
"1649",1649,"1200643",50,"BEACH CREEK MH PARK","WBT","Surface",-349051.697000001,353124.692299999,TRUE
"1650",1650,"1200671",150,"BENBOW W.C.","WBT","Surface",-327551.1546,250899.7194,TRUE
"1651",1651,"1200698",120,"MOBILE ESTATESFN","WBT","Ground",-344383.366900001,317949.219900001,TRUE
"1652",1652,"1200701",400,"ORICK C.S.D.","WBT","Ground",-341040.1127,371119.2465,TRUE
"1653",1653,"1200707",600,"MIRANDA C.S.D.","WBT","Ground",-325069.2301,252900.862299999,TRUE
"1654",1654,"1200715",250,"CALIFORNIA REDWOOD CO. - KORBEL","WBT","Ground",-334068.5197,323588.9103,TRUE
"1655",1655,"1206004",320,"PALMER CREEK CSD","WBT","Ground",-353289.2907,295963.3005,TRUE
"1656",1656,"1210002",1500,"BLUE LAKE, CITY OF","WBT","Ground",-336349.4175,325744.114499999,TRUE
"1657",1657,"1210004",28344,"EUREKA, CITY OF","WBT","Ground",-351503.0482,314804.0021,TRUE
"1658",1658,"1210006",11649,"FORTUNA, CITY OF","WBT","Ground",-350389.8671,292905.4487,TRUE
"1659",1659,"1210007",1998,"FERNDALE - DEL ORO WATER CO.","WBT","Ground",-360558.7816,293275.2158,TRUE
"1660",1660,"1210008",1500,"GARBERVILLE SANITARY DISTRICT","WBT","Both",-322723.5627,238517.011399999,TRUE
"1661",1661,"1210009",19000,"HUMBOLDT C.S.D.","WBT","Ground",-349630.5088,311984.5101,TRUE
"1662",1662,"1210010",1000,"SCOTIA, TOWN OF,LLC","WBT","Surface",-347629.8059,281189.235300001,TRUE
"1663",1663,"1210011",1500,"REDWAY C.S.D.","WBT","Both",-325819.9999,240379.8674,TRUE
"1664",1664,"1210012",3174,"RIO DELL, CITY OF","WBT","Both",-349029.088500001,283357.2128,TRUE
"1665",1665,"1210013",80000,"HUMBOLDT BAY MWD","WBT","Ground",-339016.6241,331217.071799999,TRUE
"1666",1666,"1210015",2500,"WILLOW CREEK C.S.D.","WBT","Both",-305683.085899999,332268.723099999,TRUE
"1667",1667,"1210016",15132,"MCKINLEYVILLE C.S.D.","WBT","Ground",-344333.8453,333879.2117,TRUE
"1668",1668,"1210019",1200,"HYDESVILLE CO. W.D.","WBT","Ground",-346094.562899999,289282.4407,TRUE
"1669",1669,"1210022",1500,"RESORT IMPRVMT. DIST. #1","WBT","Both",-346068.3442,231969.476500001,TRUE
"1670",1670,"1210023",750,"LOLETA C.S.D.","WBT","Ground",-357093.7391,299786.8805,TRUE
"1671",1671,"1210024",490,"WESTHAVEN C.S.D.","WBT","Both",-345508.761,342992.4892,TRUE
"1672",1672,"1300513",150,"OCOTILLO MUTUAL WATER CO","WBT","Ground",375640.7038,-577169.592,TRUE
"1673",1673,"1300514",125,"COYOTE VALLEY MUTUAL WATER CO","WBT","Ground",49669.1248999983,14723.9515000004,TRUE
"1674",1674,"1300550",600,"COUNTRY LIFE MH & RV PARK","WBT","Surface",421667.593800001,-571433.5839,TRUE
"1675",1675,"1300616",410,"PALO VERDE COUNTY WATER DIST.","WBT","Ground",-210724.806700001,-88785.5614,TRUE
"1676",1676,"1300628",40,"IMPERIAL LAKES INC.","WBT","Surface",395814.630800001,-571035.8715,TRUE
"1677",1677,"1300628",40,"IMPERIAL LAKES INC.","WBT","Surface",394726.7238,-570948.4143,TRUE
"1678",1678,"1310001",27748,"BRAWLEY, CITY OF","WBT","Surface",417771.363400001,-549138.8161,TRUE
"1679",1679,"1310002",38572,"CALEXICO, CITY OF","WBT","Surface",423031.227299999,-582183.6716,TRUE
"1680",1680,"1310003",3825,"GSWC, CALIPATRIA","WBT","Surface",418735.9157,-529343.6599,TRUE
"1681",1681,"1310004",45365,"EL CENTRO, CITY OF","WBT","Surface",416544.468699999,-570803.4916,TRUE
"1682",1682,"1310005",5939,"HOLTVILLE, CITY OF","WBT","Surface",432269.3277,-567038.5533,TRUE
"1683",1683,"1310006",14758,"IMPERIAL, CITY OF","WBT","Surface",414573.8277,-564216.4915,TRUE
"1684",1684,"1310008",2444,"WESTMORLAND, CITY OF","WBT","Surface",409188.032900002,-543457.2717,TRUE
"1685",1685,"1310014",24,"IMPERIAL IRRIGATION DISTRICT","WBT","Surface",418658.5482,-554926.6025,TRUE
"1686",1686,"1310700",526,"N.A.F. EL CENTRO","WBT","Surface",405707.980999999,-567717.0493,TRUE
"1687",1687,"1310801",3721,"CENTINELA STATE PRISON","WBT","Surface",399069.843600001,-564620.4583,TRUE
"1688",1688,"1400002",175,"Starlite Community Service District","WBT","Ground",129369.348200001,-75936.9366999995,TRUE
"1689",1689,"1400004",330,"Charles Brown Water Company","WBT","Ground",335702.465700001,-220100.4143,TRUE
"1690",1690,"1400005",300,"Owens Valley Water Company","WBT","Ground",139642.481699999,-69528.6778999995,TRUE
"1691",1691,"1400006",350,"Pine Creek Village","WBT","Both",122872.2839,-66093.2383999992,TRUE
"1692",1692,"1400020",150,"Aberdeen Water System","WBT","Ground",155128.8156,-114124.344699999,TRUE
"1693",1693,"1400024",30,"Rocking K Ranch Estates Mutual Water Co.","WBT","Ground",134419.521299999,-71923.1278000008,TRUE
"1694",1694,"1400025",75,"Valley Vista Mutual Water Company","WBT","Ground",143111.839899998,-80972.3177000005,TRUE
"1695",1695,"1400026",100,"Rawson Creek Mutual Water Company","WBT","Ground",142804.039500002,-80150.2708000001,TRUE
"1696",1696,"1400027",132,"Cartago Mutual Water Company","WBT","Ground",177125.590599999,-186452.3004,TRUE
"1697",1697,"1400029",245,"Westridge Community Service District","WBT","Ground",138420.794399999,-71916.8003000002,TRUE
"1698",1698,"1400030",300,"Glenwood Mobile Estates","WBT","Ground",139796.728399999,-69631.4927999992,TRUE
"1699",1699,"1400031",65,"Ranch Road Estates Mutual Water Company","WBT","Ground",137771.428199999,-71009.6845999993,TRUE
"1700",1700,"1400034",40,"Keough s Hot Springs","WBT","Ground",143845.1763,-83507.4641999993,TRUE
"1701",1701,"1400036",180,"Keeler Community Service District","WBT","Ground",190164.529599998,-167626.0031,TRUE
"1702",1702,"1400037",100,"Foothill Lone Pine Mobile Home Park, LLC","WBT","Ground",174459.545200001,-161796.965299999,TRUE
"1703",1703,"1400045",36,"Primrose Lane Apartments","WBT","Ground",140162.976399999,-70101.5388999991,TRUE
"1704",1704,"1400056",45,"Brookside Estates Mutual Water Company","WBT","Ground",137721.200100001,-71540.8543999996,TRUE
"1705",1705,"1400059",100,"Brookside Mobile Home Park","WBT","Ground",140142.0286,-73251.9160999991,TRUE
"1706",1706,"1400066",60,"Aspendell Mutual Water Company","WBT","Ground",124203.892700002,-85578.5373999998,TRUE
"1707",1707,"1400070",200,"Sierra Grande Estates Mutual Water Co.","WBT","Ground",142701.923999999,-79852.5610000007,TRUE
"1708",1708,"1400072",70,"North Lone Pine Mutual Water Company","WBT","Ground",171979.9353,-153867.6785,TRUE
"1709",1709,"1400078",45,"S.C.E. Bishop Creek Plant 4","WBT","Ground",132713.615400001,-75907.2369999997,TRUE
"1710",1710,"1400098",60,"Darwin Community Service District","WBT","Both",215976.903999999,-191518.2053,TRUE
"1711",1711,"1400099",25,"Mountain View Trailer Court","WBT","Ground",173427.737799998,-157833.036499999,TRUE
"1712",1712,"1400109",28,"Sierra North Community Service District","WBT","Ground",142808.697500002,-80345.6765999999,TRUE
"1713",1713,"1400110",200,"Park West Mutual Water Company","WBT","Ground",139951.2885,-72665.2967000008,TRUE
"1714",1714,"1400111",640,"MEADOWCREEK MUTUAL WATER COMPANY","WBT","Ground",139650.7742,-69085.8103999998,TRUE
"1715",1715,"1400135",100,"Wilson Circle Mutual Water Company","WBT","Ground",140062.057500001,-68884.1557,TRUE
"1716",1716,"1400144",42,"Sunland Village Mobile Home Park","WBT","Ground",141047.511399999,-72178.8618999999,TRUE
"1717",1717,"1400155",36,"Control Gorge Power Plant","WBT","Both",127490.076400001,-63448.2436999995,TRUE
"1718",1718,"1400511",35,"Meadow Lake Apartments","WBT","Ground",139922.991700001,-70142.3535999991,TRUE
"1719",1719,"1400518",30,"Van Loon Water Association","WBT","Ground",145275.4987,-71784.6686000004,TRUE
"1720",1720,"1410001",3879,"CITY OF BISHOP","WBT","Ground",141569.354800001,-70937.1276999991,TRUE
"1721",1721,"1410005",1030,"INDIAN CREEK COMMUNITY SERVICE DISTRICT","WBT","Ground",138454.295200001,-72281.5562999994,TRUE
"1722",1722,"1410007",900,"HIGHLAND MOBILE HOME PARK","WBT","Ground",140046.9274,-69512.6978999991,TRUE
"1723",1723,"1410502",30,"NPS - DEATH VALLEY, STOVEPIPE WELLS","WBT","Ground",255275.2245,-153114.2071,TRUE
"1724",1724,"1410505",150,"NPS - DEATH VALLEY, FURNACE CR.","WBT","Ground",281245.9201,-168983.5056,TRUE
"1725",1725,"1410800",250,"CDF - OWENS VALLEY CONSERVATION CORP","WBT","Ground",127662.7665,-68521.9506999999,TRUE
"1726",1726,"1500096",60,"OLD RIVER MUTUAL WATER COMPANY","WBT","Ground",80769.3707999997,-305253.7169,TRUE
"1727",1727,"1500251",336,"RIVERKERN MUTUAL WATER COMPANY","WBT","Ground",153538.4263,-249735.2706,TRUE
"1728",1728,"1500290",400,"EDGEMONT ACRES MUTUAL WATER COMPANY","WBT","Both",197900.648899999,-330690.2616,TRUE
"1729",1729,"1500327",58,"RANCHO SECO INC. WATER SYSTEM","WBT","Ground",182685.981699999,-301799.4626,TRUE
"1730",1730,"1500333",249,"CWS - FREMONT VALLEY","WBT","Ground",166870.07,-327364.1929,TRUE
"1731",1731,"1500341",60,"SIERRA BELLA MUTUAL WATER COMPANY","WBT","Ground",131494.181499999,-253039.5206,TRUE
"1732",1732,"1500344",32,"SOUTH KERN MUTUAL WATER COMPANY","WBT","Ground",81048.8616999984,-305230.0244,TRUE
"1733",1733,"1500352",81,"CWS - PONDEROSA","WBT","Ground",138380.532299999,-255749.1807,TRUE
"1734",1734,"1500371",147,"UNION PACIFIC RAILROAD COMPANY","WBT","Ground",131961.7152,-310941.6335,TRUE
"1735",1735,"1500371",147,"UNION PACIFIC RAILROAD COMPANY","WBT","Ground",242439.5108,-435802.7965,TRUE
"1736",1736,"1500378",150,"MAHER MUTUAL WATER COMPANY","WBT","Ground",77856.4765999988,-291840.5447,TRUE
"1737",1737,"1500380",200,"DE RANCHO Y MOBILE VILLA WATER","WBT","Ground",87216.8240999989,-301586.7333,TRUE
"1738",1738,"1500398",32,"FRONTIER TRAIL HOMEOWNERS ASSOC, INC.","WBT","Ground",140819.717599999,-249953.8063,TRUE
"1739",1739,"1500401",157,"METTLER COUNTY WATER DISTRICT","WBT","Ground",93682.8619000018,-327457.79,TRUE
"1740",1740,"1500405",98,"AERIAL ACRES WATER SYSTEM","WBT","Ground",201383.244600002,-322693.5711,TRUE
"1741",1741,"1500406",500,"TRADEWIND WATER ASSOC.","WBT","Ground",151630.830600001,-261475.4645,TRUE
"1742",1742,"1500408",285,"CWS COUNTRYWOOD SYSTEM","WBT","Ground",139217.384399999,-255141.4026,TRUE
"1743",1743,"1500409",500,"BROCK MUTUAL WATER COMPANY","WBT","Ground",78487.3715000004,-291908.4467,TRUE
"1744",1744,"1500413",25,"TEJON RANCH MAIN HEADQUARTERS","WBT","Ground",101268.770399999,-348370.1294,TRUE
"1745",1745,"1500421",69,"LONGVIEW MOBILE ESTATES, ROSAMOND","WBT","Ground",155309.0348,-349498.0959,TRUE
"1746",1746,"1500436",33,"HUNGRY GULCH WATER SYSTEM","WBT","Ground",137484.940299999,-259506.9004,TRUE
"1747",1747,"1500443",325,"CANYON MEADOWS MUTUAL WATER","WBT","Ground",139037.677900001,-268794.6762,TRUE
"1748",1748,"1500449",25,"FOURTH STREET WATER SYSTEM","WBT","Ground",136604.995499998,-258924.5123,TRUE
"1749",1749,"1500452",750,"RIVERDALE VILLAGE","WBT","Both",87426.439100001,-289584.2446,TRUE
"1750",1750,"1500455",52,"WILLIAM FISHER MEMORIAL WATER COMPANY","WBT","Ground",159292.2892,-340523.9709,TRUE
"1751",1751,"1500459",86,"LAKE OF THE WOODS MOBILE VILLAGE","WBT","Ground",92223.1070000008,-354997.3367,TRUE
"1752",1752,"1500461",68,"FOUNTAIN TRAILER PARK WATER","WBT","Ground",196562.096099999,-332019.5097,TRUE
"1753",1753,"1500466",495,"A.F.P. MUTUAL WATER COMPANY","WBT","Ground",134279.345400002,-324913.9288,TRUE
"1754",1754,"1500475",455,"KRISTA MUTUAL WATER COMPANY","WBT","Ground",100943.271899998,-351217.9045,TRUE
"1755",1755,"1500478",255,"VALLEY ESTATES POA, INC.","WBT","Ground",156666.653999999,-261243.2176,TRUE
"1756",1756,"1500481",152,"RIVERNOOK CAMPGROUND","WBT","Ground",142095.3981,-249024.7152,TRUE
"1757",1757,"1500483",207,"ALLEN ROAD MUTUAL WATER SYSTEM","WBT","Ground",77189.0929000005,-294045.0482,TRUE
"1758",1758,"1500495",50,"AERA ENERGY-LLC","WBT","Ground",35332.3273000009,-309037.9173,TRUE
"1759",1759,"1500508",92,"TWIN PINES MOBILEHOME PARK","WBT","Ground",83409.9048000015,-292345.9067,TRUE
"1760",1760,"1500511",25,"V.R. S TRAILER PARK","WBT","Ground",90463.6011000015,-298465.6635,TRUE
"1761",1761,"1500542",300,"WILLOW SPRINGS MOBILE HOME PARK","WBT","Ground",146718.533199999,-320378.3644,TRUE
"1762",1762,"1500561",50,"ROUND MOUNTAIN WATER COMPANY","WBT","Ground",95891.2162999995,-286248.3355,TRUE
"1763",1763,"1500564",25,"HOMETOWN WATER ASSOCIATION","WBT","Ground",203676.532299999,-260627.1331,TRUE
"1764",1764,"1500569",69,"VALLEY VIEW ESTATES MUTUAL WATER CO","WBT","Ground",125317.402399998,-306695.1896,TRUE
"1765",1765,"1500571",73,"LUCKY 18 ON ROSAMOND, LLC","WBT","Ground",163420.278999999,-348833.1316,TRUE
"1766",1766,"1500599",44,"CHOCTAW VALLEY MUTUAL WATER CO.","WBT","Ground",101870.144099999,-285556.5272,TRUE
"1767",1767,"1502004",2,"ANDREWS AG., INC","WBT","Ground",81021.2870000005,-324401.3757,TRUE
"1768",1768,"1502004",2,"ANDREWS AG., INC","WBT","Ground",81131.5097999983,-324287.4681,TRUE
"1769",1769,"1502012",2,"HECK CELLARS WATER SYSTEM","WBT","Ground",105611.3277,-306019.7796,TRUE
"1770",1770,"1502162",25,"LINNS COURT MUTUAL WATER","WBT","Ground",117054.326400001,-253673.6024,TRUE
"1771",1771,"1502213",10,"PARADISE COVE LODGE","WBT","Ground",142183.164000001,-261904.9414,TRUE
"1772",1772,"1502232",175,"ROSAMOND MOBILEHOME PARK","WBT","Ground",168583.417599998,-348893.5716,TRUE
"1773",1773,"1502247",100,"DESERT BREEZE MOBILE HOME ESTATES","WBT","Ground",168630.756900001,-348696.9588,TRUE
"1774",1774,"1502320",2800,"LERDO SHERIFF S FACILITY","WBT","Ground",83027.7140999995,-279092.5837,TRUE
"1775",1775,"1502383",32,"NORD ROAD WATER ASSOCIATION","WBT","Ground",72904.071800001,-291214.7585,TRUE
"1776",1776,"1502449",50,"CYPRESS CANYON WATER SYSTEM","WBT","Ground",138751.120700002,-269625.0988,TRUE
"1777",1777,"1502465",50,"PANAMA ROAD PROPERTY OWNERS ASSOC","WBT","Ground",93244.1031000018,-304846.5183,TRUE
"1778",1778,"1502545",37,"SCHWEIKART WATER SYSTEM","WBT","Ground",71188.8612000011,-292149.2677,TRUE
"1779",1779,"1502549",30,"POPLAR AVENUE COMMUNITY","WBT","Ground",63790.0918000005,-281641.8991,TRUE
"1780",1780,"1502564",86,"SIERRA MEADOWS","WBT","Ground",142379.0207,-249764.3146,TRUE
"1781",1781,"1502569",40,"FIRST MUTUAL WATER SYSTEM","WBT","Ground",161213.015900001,-349271.3519,TRUE
"1782",1782,"1502597",25,"DEL SOL WATER CO-OP","WBT","Ground",194639.4067,-252643.5954,TRUE
"1783",1783,"1502645",32,"MEADOWS OF THE KERN MUTUAL WATER COMPANY","WBT","Ground",96322.8379999995,-285224.4755,TRUE
"1784",1784,"1502649",23,"DIXIE WATER COMPANY","WBT","Ground",200577.650400002,-262261.1336,TRUE
"1785",1785,"1502653",90,"BELLA VISTA MUTUAL WATER COMPANY","WBT","Ground",152335.977200001,-262275.9886,TRUE
"1786",1786,"1502670",240,"FAIRVIEW WATER COMPANY, LLC","WBT","Ground",125693.181200001,-320924.83,TRUE
"1787",1787,"1502690",100,"DUNE III WATER CO., LLC","WBT","Ground",202312.684,-261679.7581,TRUE
"1788",1788,"1502744",44,"60TH STREET ASSOC. WATER SYSTEM","WBT","Ground",161047.886500001,-350253.5122,TRUE
"1789",1789,"1503475",310,"WESTERN ACRES MUTUAL WATER COMPANY","WBT","Ground",62236.0557000004,-289906.2142,TRUE
"1790",1790,"1503509",35,"THE ANNE SIPPI CLINIC-RIVERSIDE RANCH","WBT","Both",108422.854600001,-286544.9252,TRUE
"1791",1791,"1510001",18000,"ARVIN COMMUNITY SERVICES DIST","WBT","Ground",106224.257100001,-311676.8206,TRUE
"1792",1792,"1510002",2500,"BORON CSD","WBT","Both",214055.445,-332122.3688,TRUE
"1793",1793,"1510003",246371,"CWS - BAKERSFIELD","WBT","Both",91520.4250000007,-296086.0507,TRUE
"1794",1794,"1510004",970,"CASA LOMA WATER CO, INC.","WBT","Ground",90414.2839000002,-299429.5641,TRUE
"1795",1795,"1510005",49800,"DELANO, CITY OF","WBT","Ground",68301.7366999984,-249097.1647,TRUE
"1796",1796,"1510006",26000,"EAST NILES CSD","WBT","Both",97618.557599999,-293435.5471,TRUE
"1797",1797,"1510007",2691,"FRAZIER PARK PUD","WBT","Ground",95950.5758999996,-354736.6562,TRUE
"1798",1798,"1510011",1266,"BUTTONWILLOW CWD","WBT","Ground",47864.813000001,-290401.8747,TRUE
"1799",1799,"1510012",15120,"LAMONT PUBLIC UTILITY DIST","WBT","Ground",98627.8506999984,-305631.4918,TRUE
"1800",1800,"1510013",12333,"CITY OF MCFARLAND","WBT","Ground",69416.6317999996,-259713.7476,TRUE
"1801",1801,"1510014",4000,"MOJAVE PUD","WBT","Both",251959.750399999,-353125.3609,TRUE
"1802",1802,"1510015",26000,"OILDALE MWC","WBT","Both",86091.8944000006,-286787.2552,TRUE
"1803",1803,"1510016",500,"RAND COMMUNITIES CWD - RANDSBURG","WBT","Ground",205074.414999999,-284856.7781,TRUE
"1804",1804,"1510017",29000,"INDIAN WELLS VALLEY W.D.","WBT","Ground",255350.861499999,-339108.4691,TRUE
"1805",1805,"1510018",16320,"ROSAMOND CSD","WBT","Both",165725.801899999,-348838.1781,TRUE
"1806",1806,"1510019",16928,"SHAFTER, CITY OF","WBT","Ground",66422.8720999993,-280251.5168,TRUE
"1807",1807,"1510020",8965,"TEHACHAPI, CITY OF","WBT","Ground",142144.485399999,-319190.5741,TRUE
"1808",1808,"1510021",19511,"WASCO, CITY OF","WBT","Ground",58132.0513000004,-269106.9555,TRUE
"1809",1809,"1510022",16800,"WEST KERN WATER DISTRICT","WBT","Ground",48692.2382000014,-319053.7139,TRUE
"1810",1810,"1510023",953,"LAKE OF THE WOODS MWC","WBT","Both",91344.5186999999,-355182.922,TRUE
"1811",1811,"1510024",8500,"GREENFIELD COUNTY WD","WBT","Ground",89981.2322000004,-303962.8503,TRUE
"1812",1812,"1510025",2488,"STALLION SPRINGS CSD","WBT","Both",122904.045200001,-324358.9247,TRUE
"1813",1813,"1510026",784,"CWS - UPPER BODFISH WATER SYSTEM","WBT","Ground",139750.436700001,-269711.0212,TRUE
"1814",1814,"1510028",1800,"MIL POTRERO MWC","WBT","Ground",77476.8726999983,-352084.9675,TRUE
"1815",1815,"1510029",29825,"VAUGHN WC INC","WBT","Ground",74623.2859000005,-292195.2582,TRUE
"1816",1816,"1510031",137945,"BAKERSFIELD, CITY OF","WBT","Both",82432.2952000014,-297459.3716,TRUE
"1817",1817,"1510033",5031,"CAL WATER SERVICE CO-KERNVILLE SYSTEM","WBT","Both",142465.712499999,-250209.9548,TRUE
"1818",1818,"1510036",984,"INYOKERN CSD","WBT","Ground",198459.511999998,-261975.6638,TRUE
"1819",1819,"1510039",2959,"CWS SOUTHLAKE SQUIRREL VALLEY SYSTEM","WBT","Ground",147297.2117,-263422.229,TRUE
"1820",1820,"1510041",7000,"NORTH OF THE RIVER MWD","WBT","Both",87583.3051999994,-287350.4726,TRUE
"1821",1821,"1510043",781,"CWS-ONYX WATER SYSTEM","WBT","Ground",160751.5407,-257325.3071,TRUE
"1822",1822,"1510045",8656,"GOLDEN HILLS CSD","WBT","Both",137038.965,-317484.4375,TRUE
"1823",1823,"1510046",2772,"LOST HILLS UTILITY DISTRICT","WBT","Ground",17610.6585999988,-255409.0263,TRUE
"1824",1824,"1510049",686,"CWS - LAKELAND","WBT","Ground",138752.071199998,-263784.1038,TRUE
"1825",1825,"1510051",1500,"LEBEC COUNTY WATER DISTRICT","WBT","Ground",102283.783199999,-353397.58,TRUE
"1826",1826,"1510052",550,"NORTH EDWARDS WD","WBT","Ground",197961.533100002,-329980.1462,TRUE
"1827",1827,"1510055",24117,"CWS - NORTH GARDEN","WBT","Both",83453.0337999985,-289562.7255,TRUE
"1828",1828,"1510056",1626,"CWS - LOWER BODFISH WATER SYSTEM","WBT","Ground",136101.646600001,-268311.7359,TRUE
"1829",1829,"1510300",6,"CSP - RED ROCK CANYON","WBT","Surface",181883.514800001,-291595.7917,TRUE
"1830",1830,"1510301",4,"CSP - FORT TEJON","WBT","Ground",100533.203200001,-349270.4501,TRUE
